PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Quantity,Discount Amount,Tax Pct,Tax Amount,Currency,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-02382,12/01/2022,2022,Q1,January,Standard,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,166,1409.42,0,0.0,JPY,18.7,20/01/2022,31/01/2022,11,No,19,Finance,CC-001,Karen Clark,Tom Reynolds,NO-CONTRACT,Spot,12/01/2022,11/02/2022,Pending,On Hold,2-Way Match,No,No,No,International,50.9
PO-02383,17/07/2024,2024,Q3,July,Standard,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,195,0.0,5,25614.62,EUR,8.1,11/08/2024,17/08/2024,6,No,31,IT,CC-002,Leo Walker,Lisa Chen,CON-6562,Master Supply,01/08/2023,16/05/2024,Pending,Overdue,No Match,Yes,No,No,International,75.7
PO-02384,05/11/2022,2022,Q4,November,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,134,0.0,0,0.0,GBP,9.7,19/12/2022,15/12/2022,-4,Yes,40,Operations,CC-003,Clara Davies,Tom Reynolds,NO-CONTRACT,Spot,05/11/2022,05/12/2022,Pending,Overdue,2-Way Match,No,Yes,No,International,55.1
PO-02386,30/06/2023,2023,Q2,June,Contract,Disputed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,112,0.0,20,408.58,GBP,16.2,27/07/2023,23/07/2023,-4,Yes,23,IT,CC-002,Bob Smith,Sarah Mitchell,CON-3233,Framework,06/03/2023,10/07/2024,Pending,Overdue,3-Way Match,No,No,No,Local,67.8
PO-02387,29/06/2024,2024,Q2,June,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-31689,Training Material,HR & Training,Training Material,Box,2,0.0,0,0.0,AUD,5.9,12/07/2024,08/07/2024,-4,Yes,9,Legal,CC-007,Grace Taylor,Priya Sharma,NO-CONTRACT,Spot,29/06/2024,29/07/2024,Pending,Pending,2-Way Match,No,No,Yes,International,77.2
PO-02388,23/06/2022,2022,Q2,June,Blanket,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,41,575.23,0,0.0,GBP,4.4,06/08/2022,21/08/2022,15,No,59,Finance,CC-001,Alice Johnson,Lisa Chen,CON-4478,Framework,20/11/2021,27/08/2024,Pending,Paid,2-Way Match,No,No,Yes,International,41.6
PO-02389,27/08/2022,2022,Q3,August,Blanket,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,20,0.0,0,0.0,EUR,2.6,17/09/2022,15/09/2022,-2,Yes,19,Procurement,CC-006,Frank Brown,Tom Reynolds,CON-1767,Spot,01/11/2021,13/04/2023,Pending,Pending,2-Way Match,No,No,Yes,International,41.4
PO-02390,12/02/2022,2022,Q1,February,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,176,0.0,0,0.0,EUR,11.2,22/03/2022,18/03/2022,-4,Yes,34,Operations,CC-003,Clara Davies,Lisa Chen,NO-CONTRACT,Spot,12/02/2022,14/03/2022,Paid,Paid,3-Way Match,No,No,No,International,50.9
PO-02391,15/02/2022,2022,Q1,February,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,122,592.31,5,562.69,EUR,-16.0,30/03/2022,26/03/2022,-4,Yes,39,HR,CC-005,Emma Wilson,James O'Brien,NO-CONTRACT,Spot,15/02/2022,17/03/2022,Overdue,Overdue,3-Way Match,No,No,No,International,89.1
PO-02392,17/07/2024,2024,Q3,July,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-76104,ERP License,IT Software,ERP License,EA,187,0.0,20,870651.43,EUR,17.0,29/07/2024,28/07/2024,-1,Yes,11,Marketing,CC-004,David Lee,Priya Sharma,CON-5744,Spot,28/11/2023,11/08/2026,Pending,On Hold,2-Way Match,No,No,No,Local,67.8
PO-02393,20/03/2024,2024,Q1,March,Blanket,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,21,0.0,0,0.0,GBP,4.5,02/04/2024,01/04/2024,-1,Yes,12,HR,CC-005,Emma Wilson,Tom Reynolds,CON-1908,Long-term,17/02/2024,27/03/2025,Pending,Paid,3-Way Match,No,No,No,International,41.5
PO-02394,05/04/2024,2024,Q2,April,Blanket,Disputed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,34,0.0,20,9764.87,GBP,9.2,27/05/2024,27/05/2024,0,Yes,52,Procurement,CC-006,Frank Brown,Lisa Chen,CON-4407,Long-term,08/01/2024,11/11/2026,Disputed,Pending,3-Way Match,Yes,No,No,International,52.0
PO-02395,01/08/2024,2024,Q3,August,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-78252,Catering (event),HR & Training,Catering (event),EA,66,0.0,5,7629.86,EUR,5.4,27/08/2024,23/08/2024,-4,Yes,22,Sales,CC-010,Jack Harris,Sarah Mitchell,CON-4117,Master Supply,11/11/2023,09/04/2026,Paid,Overdue,No Match,No,No,Yes,International,52.3
PO-02396,19/10/2023,2023,Q4,October,Standard,Disputed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-78252,Catering (event),HR & Training,Catering (event),EA,164,20638.91,5,9287.51,GBP,12.0,25/11/2023,20/11/2023,-5,Yes,32,IT,CC-002,Bob Smith,Priya Sharma,CON-8546,Spot,31/03/2023,23/11/2025,Disputed,Pending,2-Way Match,No,No,Yes,International,52.3
PO-02397,15/03/2024,2024,Q1,March,Contract,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,130,12310.55,5,11695.02,GBP,12.2,14/05/2024,17/05/2024,3,No,63,Marketing,CC-004,Nathan Young,Priya Sharma,CON-8411,Spot,02/12/2023,26/03/2026,Paid,Paid,3-Way Match,No,No,No,International,52.0
PO-02398,05/08/2023,2023,Q3,August,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,36,0.0,20,546.34,USD,19.6,20/09/2023,19/09/2023,-1,Yes,45,Marketing,CC-004,David Lee,Sarah Mitchell,NO-CONTRACT,Spot,05/08/2023,04/09/2023,Paid,Pending,3-Way Match,No,Yes,Yes,Local,75.2
PO-02399,25/04/2023,2023,Q2,April,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,11,0.0,5,8.0,USD,18.2,27/05/2023,26/06/2023,30,No,62,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-7616,Master Supply,04/05/2022,13/05/2024,Paid,Pending,3-Way Match,No,No,Yes,International,41.6
PO-02400,07/02/2022,2022,Q1,February,Emergency,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,177,2945.55,20,11193.07,GBP,18.9,26/03/2022,25/03/2022,-1,Yes,46,IT,CC-002,Leo Walker,Sarah Mitchell,NO-CONTRACT,Spot,07/02/2022,09/03/2022,Paid,Paid,3-Way Match,No,Yes,Yes,International,41.6
PO-02401,02/06/2023,2023,Q2,June,Emergency,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,149,0.0,0,0.0,EUR,10.6,04/07/2023,01/07/2023,-3,Yes,29,Finance,CC-001,Karen Clark,Sarah Mitchell,NO-CONTRACT,Spot,02/06/2023,02/07/2023,Paid,Pending,2-Way Match,No,No,Yes,International,52.3
PO-02402,08/10/2024,2024,Q4,October,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,59,0.0,5,28.91,JPY,17.1,29/11/2024,29/12/2024,30,No,82,HR,CC-005,Olivia King,Lisa Chen,CON-6763,Spot,08/10/2024,10/09/2025,Disputed,Paid,3-Way Match,No,No,No,International,75.7
PO-02403,04/03/2023,2023,Q1,March,Blanket,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,144,0.0,20,33683.9,AUD,-32.7,15/04/2023,11/05/2023,26,No,68,Facilities,CC-009,Isla White,Lisa Chen,CON-7657,Long-term,19/06/2022,30/07/2024,Paid,Paid,No Match,No,No,Yes,Local,75.2
PO-02404,04/01/2023,2023,Q1,January,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,45,0.0,20,29.61,GBP,20.0,25/01/2023,08/02/2023,14,No,35,HR,CC-005,Olivia King,Tom Reynolds,CON-1292,Long-term,12/02/2022,23/01/2023,Paid,Paid,2-Way Match,No,Yes,No,International,80.5
PO-02405,17/12/2023,2023,Q4,December,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,2,20.47,5,9.21,AUD,21.8,29/01/2024,14/02/2024,16,No,59,Facilities,CC-009,Isla White,Sarah Mitchell,NO-CONTRACT,Spot,17/12/2023,16/01/2024,Paid,Paid,2-Way Match,No,No,No,International,52.0
PO-02407,13/02/2023,2023,Q1,February,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,102,0.0,5,35844.99,GBP,-10.8,20/03/2023,18/03/2023,-2,Yes,33,Finance,CC-001,Alice Johnson,Lisa Chen,CON-6076,Long-term,22/03/2022,20/05/2024,Paid,Paid,3-Way Match,No,No,No,International,41.5
PO-02408,23/10/2024,2024,Q4,October,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,117,0.0,5,14938.21,USD,8.9,14/11/2024,12/11/2024,-2,Yes,20,R&D,CC-008,Henry Martin,Lisa Chen,NO-CONTRACT,Spot,23/10/2024,22/11/2024,Pending,Paid,2-Way Match,No,No,No,International,44.8
PO-02409,21/08/2022,2022,Q3,August,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,96,397.87,0,0.0,JPY,22.1,02/09/2022,31/08/2022,-2,Yes,10,R&D,CC-008,Henry Martin,Lisa Chen,NO-CONTRACT,Spot,21/08/2022,20/09/2022,Paid,Pending,3-Way Match,No,No,No,International,89.1
PO-02410,21/01/2022,2022,Q1,January,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,143,0.0,20,38765.3,GBP,4.5,09/03/2022,04/03/2022,-5,Yes,42,IT,CC-002,Bob Smith,Sarah Mitchell,CON-1744,Framework,24/02/2021,30/11/2022,Pending,Pending,2-Way Match,No,Yes,Yes,International,41.4
PO-02411,30/08/2024,2024,Q3,August,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,49,268.89,0,0.0,GBP,10.6,20/09/2024,16/10/2024,26,No,47,Operations,CC-003,Clara Davies,Priya Sharma,CON-8828,Framework,14/12/2023,06/07/2024,Overdue,Pending,2-Way Match,No,No,Yes,International,41.4
PO-02412,07/07/2024,2024,Q3,July,Standard,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,71,0.0,5,14649.39,GBP,-8.7,23/07/2024,12/08/2024,20,No,36,Finance,CC-001,Karen Clark,Priya Sharma,CON-5787,Long-term,13/12/2023,30/08/2025,Overdue,On Hold,No Match,No,No,Yes,International,52.3
PO-02413,29/07/2024,2024,Q3,July,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,134,0.0,0,0.0,GBP,-22.1,16/09/2024,23/09/2024,7,No,56,HR,CC-005,Emma Wilson,Priya Sharma,CON-8200,Spot,06/07/2024,18/07/2026,Overdue,Paid,3-Way Match,No,No,No,International,41.5
PO-02415,10/08/2023,2023,Q3,August,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,163,0.0,5,59248.71,GBP,18.4,02/10/2023,03/10/2023,1,No,54,Operations,CC-003,Maya Hall,Tom Reynolds,NO-CONTRACT,Spot,10/08/2023,09/09/2023,Paid,Pending,3-Way Match,No,Yes,Yes,International,41.4
PO-02416,25/08/2024,2024,Q3,August,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,69,0.0,20,6440.46,GBP,8.4,08/09/2024,14/09/2024,6,No,20,IT,CC-002,Bob Smith,Tom Reynolds,CON-2695,Long-term,11/10/2023,29/04/2024,Disputed,Overdue,2-Way Match,No,No,No,International,89.1
PO-02417,24/12/2022,2022,Q4,December,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,58,0.0,0,0.0,JPY,7.5,23/01/2023,18/01/2023,-5,Yes,25,Facilities,CC-009,Isla White,Sarah Mitchell,NO-CONTRACT,Spot,24/12/2022,23/01/2023,Pending,Paid,3-Way Match,No,No,No,International,55.1
PO-02418,03/12/2022,2022,Q4,December,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,187,0.0,5,234.31,EUR,4.5,05/01/2023,31/12/2022,-5,Yes,28,IT,CC-002,Bob Smith,Lisa Chen,CON-3403,Framework,03/08/2022,18/11/2024,Disputed,Pending,2-Way Match,No,No,Yes,International,52.3
PO-02419,01/01/2023,2023,Q1,January,Standard,Open,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,66,0.0,0,0.0,EUR,-8.6,02/03/2023,19/03/2023,17,No,77,HR,CC-005,Olivia King,Lisa Chen,CON-5315,Spot,09/10/2022,03/10/2023,Pending,On Hold,2-Way Match,No,No,No,International,80.5
PO-02420,03/06/2023,2023,Q2,June,Standard,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,113,6465.8,0,0.0,GBP,9.8,11/06/2023,09/06/2023,-2,Yes,6,Finance,CC-001,Karen Clark,Lisa Chen,NO-CONTRACT,Spot,03/06/2023,03/07/2023,Overdue,Pending,2-Way Match,No,No,No,International,41.5
PO-02421,16/09/2024,2024,Q3,September,Blanket,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,125,913.5,20,1035.3,EUR,28.5,20/10/2024,16/10/2024,-4,Yes,30,Marketing,CC-004,David Lee,Lisa Chen,NO-CONTRACT,Spot,16/09/2024,16/10/2024,Pending,Pending,No Match,No,No,No,International,63.2
PO-02422,20/08/2023,2023,Q3,August,Blanket,Open,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,75,0.0,5,253.24,GBP,9.7,03/10/2023,18/10/2023,15,No,59,HR,CC-005,Olivia King,Lisa Chen,NO-CONTRACT,Spot,20/08/2023,19/09/2023,Overdue,Pending,2-Way Match,No,No,Yes,Local,75.2
PO-02423,15/03/2022,2022,Q1,March,Blanket,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,68,0.0,5,150.42,GBP,8.7,17/04/2022,25/04/2022,8,No,41,R&D,CC-008,Henry Martin,Tom Reynolds,NO-CONTRACT,Spot,15/03/2022,14/04/2022,Pending,Overdue,3-Way Match,No,Yes,No,International,41.5
PO-02425,21/11/2024,2024,Q4,November,Standard,Open,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,148,1830.09,0,0.0,EUR,19.2,26/11/2024,25/11/2024,-1,Yes,4,IT,CC-002,Bob Smith,Lisa Chen,CON-2972,Spot,26/11/2023,09/04/2025,Pending,Pending,No Match,No,No,Yes,Local,75.2
PO-02426,16/04/2023,2023,Q2,April,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,69,0.0,0,0.0,GBP,10.8,30/04/2023,30/04/2023,0,Yes,14,IT,CC-002,Leo Walker,Sarah Mitchell,CON-5432,Framework,05/06/2022,08/06/2024,Paid,Overdue,3-Way Match,No,No,No,International,50.9
PO-02427,30/12/2022,2022,Q4,December,Emergency,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,152,0.0,20,10542.42,USD,-5.7,15/02/2023,14/02/2023,-1,Yes,46,Marketing,CC-004,David Lee,Lisa Chen,NO-CONTRACT,Spot,30/12/2022,29/01/2023,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-02428,29/04/2024,2024,Q2,April,Contract,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,100,0.0,20,24114.0,EUR,16.2,03/06/2024,29/05/2024,-5,Yes,30,IT,CC-002,Leo Walker,Lisa Chen,CON-7667,Spot,12/12/2023,02/10/2026,Paid,Paid,3-Way Match,No,Yes,No,International,75.7
PO-02429,07/12/2022,2022,Q4,December,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,59,0.0,0,0.0,EUR,19.9,14/01/2023,12/01/2023,-2,Yes,36,HR,CC-005,Emma Wilson,Tom Reynolds,CON-1270,Master Supply,16/09/2022,30/12/2024,Pending,Pending,No Match,No,No,No,International,55.1
PO-02430,02/02/2024,2024,Q1,February,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,187,123702.46,20,140196.13,GBP,19.3,14/02/2024,14/02/2024,0,Yes,12,IT,CC-002,Bob Smith,James O'Brien,CON-4831,Master Supply,04/07/2023,17/04/2025,Paid,Pending,3-Way Match,No,No,No,International,52.0
PO-02431,08/11/2024,2024,Q4,November,Blanket,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-65578,Monitor,IT Hardware,Monitor,EA,78,2748.45,20,3114.91,JPY,22.5,01/12/2024,26/11/2024,-5,Yes,18,Facilities,CC-009,Isla White,Tom Reynolds,NO-CONTRACT,Spot,08/11/2024,08/12/2024,Pending,On Hold,2-Way Match,No,No,No,International,89.1
PO-02433,14/09/2024,2024,Q3,September,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,30,2198.39,20,2491.5,GBP,29.8,15/10/2024,11/10/2024,-4,Yes,27,IT,CC-002,Bob Smith,Lisa Chen,CON-1780,Master Supply,13/06/2024,18/06/2025,Pending,Paid,3-Way Match,No,No,No,International,44.8
PO-02434,30/08/2024,2024,Q3,August,Contract,Open,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,178,0.0,5,18.33,JPY,-2.5,14/09/2024,01/10/2024,17,No,32,IT,CC-002,Leo Walker,Lisa Chen,CON-5754,Spot,19/01/2024,31/10/2026,Pending,Overdue,2-Way Match,No,Yes,No,International,80.5
PO-02435,15/04/2024,2024,Q2,April,Contract,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,148,0.0,0,0.0,EUR,18.0,14/05/2024,09/05/2024,-5,Yes,24,Sales,CC-010,Jack Harris,Lisa Chen,CON-4130,Long-term,06/10/2023,29/06/2024,Pending,Pending,2-Way Match,No,No,No,International,63.2
PO-02436,23/02/2023,2023,Q1,February,Contract,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,127,0.0,20,33819.08,EUR,-14.1,04/03/2023,07/03/2023,3,No,12,HR,CC-005,Olivia King,James O'Brien,NO-CONTRACT,Spot,23/02/2023,25/03/2023,Pending,Pending,2-Way Match,No,Yes,No,International,63.2
PO-02437,03/06/2022,2022,Q2,June,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,84,6367.07,20,24194.88,GBP,9.0,28/06/2022,03/07/2022,5,No,30,Operations,CC-003,Maya Hall,Lisa Chen,CON-5761,Master Supply,27/09/2021,12/02/2024,Paid,Overdue,2-Way Match,Yes,Yes,No,International,75.7
PO-02438,10/12/2022,2022,Q4,December,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,63,0.0,20,199.84,EUR,-22.9,16/01/2023,16/01/2023,0,Yes,37,R&D,CC-008,Henry Martin,Lisa Chen,CON-7863,Long-term,06/01/2022,25/10/2023,Paid,On Hold,3-Way Match,No,No,No,Local,67.8
PO-02439,30/06/2023,2023,Q2,June,Standard,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,55,0.0,20,863.83,USD,-3.7,07/08/2023,17/08/2023,10,No,48,IT,CC-002,Bob Smith,Lisa Chen,CON-9104,Framework,19/09/2022,09/01/2024,Pending,Pending,2-Way Match,No,No,Yes,International,41.6
PO-02440,23/05/2024,2024,Q2,May,Standard,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,146,0.0,5,93.0,EUR,19.1,15/07/2024,15/07/2024,0,Yes,53,HR,CC-005,Olivia King,Lisa Chen,CON-5131,Framework,03/04/2024,17/11/2024,Overdue,Overdue,2-Way Match,No,No,No,International,41.5
PO-02441,28/08/2024,2024,Q3,August,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,169,0.0,0,0.0,GBP,4.7,11/10/2024,09/11/2024,29,No,73,IT,CC-002,Bob Smith,Tom Reynolds,CON-4025,Long-term,03/06/2024,16/12/2025,Paid,Overdue,No Match,No,No,No,International,50.9
PO-02442,25/01/2022,2022,Q1,January,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,34,0.0,5,1157.09,GBP,-18.0,14/02/2022,13/02/2022,-1,Yes,19,R&D,CC-008,Henry Martin,Lisa Chen,NO-CONTRACT,Spot,25/01/2022,24/02/2022,Paid,Overdue,3-Way Match,No,No,Yes,Local,75.2
PO-02443,31/03/2024,2024,Q1,March,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,4,0.0,20,1125.18,AUD,17.5,04/05/2024,19/05/2024,15,No,49,Operations,CC-003,Clara Davies,Lisa Chen,CON-2824,Long-term,14/09/2023,17/12/2024,Paid,Paid,2-Way Match,No,No,No,International,89.1
PO-02444,14/09/2023,2023,Q3,September,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,157,0.0,5,621.41,USD,2.4,05/11/2023,04/11/2023,-1,Yes,51,IT,CC-002,Bob Smith,Priya Sharma,CON-3077,Master Supply,31/03/2023,26/09/2025,Pending,Paid,No Match,Yes,No,No,International,52.0
